trip_id,start_station_id,start_station_name,start_date,end_station_id,end_station_name,end_date
24,2,Corner of Main and State in Montpelier,2025-06-15 18:49:28.699885,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:12:18.499885
25,2,Corner of Main and State in Montpelier,2025-06-15 09:54:47.288209,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:05:37.088209
26,2,Corner of Main and State in Montpelier,2025-06-15 08:00:20.068770,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:55:09.868770
27,2,Corner of Main and State in Montpelier,2025-06-15 10:36:12.657917,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:02:02.457917
28,2,Corner of Main and State in Montpelier,2025-06-15 17:03:25.970000,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:57:15.770000
29,2,Corner of Main and State in Montpelier,2025-06-15 08:06:14.649365,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:15:04.449365
30,2,Corner of Main and State in Montpelier,2025-06-15 14:10:04.261047,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:33:54.061047
31,2,Corner of Main and State in Montpelier,2025-06-15 16:40:58.532551,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:19:48.332551
32,2,Corner of Main and State in Montpelier,2025-06-15 18:11:46.035758,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:08:35.835758
33,2,Corner of Main and State in Montpelier,2025-06-15 10:49:13.390338,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:58:03.190338
34,2,Corner of Main and State in Montpelier,2025-06-15 14:19:06.299532,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:10:56.099532
35,2,Corner of Main and State in Montpelier,2025-06-15 12:56:27.980573,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:07:17.780573
36,2,Corner of Main and State in Montpelier,2025-06-15 13:55:10.782097,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:06:00.582097
37,2,Corner of Main and State in Montpelier,2025-06-15 13:05:47.884985,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:53:37.684985
38,2,Corner of Main and State in Montpelier,2025-06-15 17:27:34.903326,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:24:24.703326
39,2,Corner of Main and State in Montpelier,2025-06-15 11:29:58.074298,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:31:47.874298
40,2,Corner of Main and State in Montpelier,2025-06-15 10:35:08.597976,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:06:58.397976
41,2,Corner of Main and State in Montpelier,2025-06-15 08:22:59.417305,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:39:49.217305
42,2,Corner of Main and State in Montpelier,2025-06-15 13:30:22.681248,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:29:12.481248
43,2,Corner of Main and State in Montpelier,2025-06-15 12:11:58.346619,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:28:48.146619
44,2,Corner of Main and State in Montpelier,2025-06-15 12:10:18.354381,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:39:08.154381
45,2,Corner of Main and State in Montpelier,2025-06-15 10:31:14.122141,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:14:03.922141
46,2,Corner of Main and State in Montpelier,2025-06-15 11:59:09.600492,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:13:59.400492
47,2,Corner of Main and State in Montpelier,2025-06-15 08:47:51.644048,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:35:41.444048
48,2,Corner of Main and State in Montpelier,2025-06-15 18:48:43.988404,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 20:49:33.788404
49,2,Corner of Main and State in Montpelier,2025-06-15 17:43:06.873314,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:51:56.673314
50,2,Corner of Main and State in Montpelier,2025-06-15 08:23:15.225715,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:08:05.025715
51,2,Corner of Main and State in Montpelier,2025-06-15 13:27:22.726172,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:44:12.526172
52,2,Corner of Main and State in Montpelier,2025-06-15 15:28:19.599836,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:11:09.399836
53,2,Corner of Main and State in Montpelier,2025-06-15 08:25:56.481928,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:02:46.281928
54,2,Corner of Main and State in Montpelier,2025-06-15 12:42:54.718804,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:12:44.518804
55,2,Corner of Main and State in Montpelier,2025-06-15 09:57:50.091686,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:04:39.891686
56,2,Corner of Main and State in Montpelier,2025-06-15 14:55:56.522403,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:27:46.322403
57,2,Corner of Main and State in Montpelier,2025-06-15 16:26:43.979392,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:18:33.779392
58,2,Corner of Main and State in Montpelier,2025-06-15 12:43:51.611424,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:40:41.411424
59,2,Corner of Main and State in Montpelier,2025-06-15 16:41:57.113026,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:31:46.913026
60,2,Corner of Main and State in Montpelier,2025-06-15 08:29:07.570073,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:37:57.370073
61,2,Corner of Main and State in Montpelier,2025-06-15 13:04:47.995020,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:13:37.795020
62,2,Corner of Main and State in Montpelier,2025-06-15 16:18:48.001713,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:33:37.801713
63,2,Corner of Main and State in Montpelier,2025-06-15 18:53:09.976128,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:02:59.776128
64,2,Corner of Main and State in Montpelier,2025-06-15 12:20:18.668134,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:03:08.468134
65,2,Corner of Main and State in Montpelier,2025-06-15 17:54:26.832331,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:17:16.632331
66,2,Corner of Main and State in Montpelier,2025-06-15 15:18:50.757802,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:53:40.557802
67,2,Corner of Main and State in Montpelier,2025-06-15 13:35:19.098186,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:12:08.898186
68,2,Corner of Main and State in Montpelier,2025-06-15 15:01:41.573030,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:15:31.373030
69,2,Corner of Main and State in Montpelier,2025-06-15 16:41:05.202127,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:26:55.002127
70,2,Corner of Main and State in Montpelier,2025-06-15 15:50:09.658639,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:45:59.458639
71,2,Corner of Main and State in Montpelier,2025-06-15 09:46:07.806942,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:40:57.606942
72,2,Corner of Main and State in Montpelier,2025-06-15 17:52:15.486163,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:52:05.286163
73,2,Corner of Main and State in Montpelier,2025-06-15 08:38:43.767697,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:19:33.567697
74,2,Corner of Main and State in Montpelier,2025-06-15 17:12:16.365263,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:10:06.165263
75,2,Corner of Main and State in Montpelier,2025-06-15 12:42:09.799994,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:53:59.599994
76,2,Corner of Main and State in Montpelier,2025-06-15 18:51:42.072657,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:51:31.872657
77,2,Corner of Main and State in Montpelier,2025-06-15 11:55:21.621377,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:50:11.421377
78,2,Corner of Main and State in Montpelier,2025-06-15 18:11:08.907004,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:55:58.707004
79,2,Corner of Main and State in Montpelier,2025-06-15 09:40:31.876437,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:34:21.676437
80,2,Corner of Main and State in Montpelier,2025-06-15 13:30:29.722662,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:46:19.522662
81,2,Corner of Main and State in Montpelier,2025-06-15 15:21:50.263896,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:02:40.063896
82,2,Corner of Main and State in Montpelier,2025-06-15 12:56:16.884933,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:29:06.684933
83,2,Corner of Main and State in Montpelier,2025-06-15 17:17:21.289483,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:46:11.089483
84,2,Corner of Main and State in Montpelier,2025-06-15 17:21:45.013760,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:28:34.813760
85,2,Corner of Main and State in Montpelier,2025-06-15 18:16:50.131708,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:44:39.931708
86,2,Corner of Main and State in Montpelier,2025-06-15 13:18:51.496124,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:41:41.296124
87,2,Corner of Main and State in Montpelier,2025-06-15 17:53:20.627937,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:18:10.427937
88,2,Corner of Main and State in Montpelier,2025-06-15 09:27:01.596944,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:55:51.396944
89,2,Corner of Main and State in Montpelier,2025-06-15 08:45:30.667950,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:11:20.467950
90,2,Corner of Main and State in Montpelier,2025-06-15 16:30:21.956083,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:32:11.756083
91,2,Corner of Main and State in Montpelier,2025-06-15 10:40:32.552439,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:35:22.352439
92,2,Corner of Main and State in Montpelier,2025-06-15 17:59:00.494877,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 20:03:50.294877
93,2,Corner of Main and State in Montpelier,2025-06-15 15:17:19.724658,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:24:09.524658
94,2,Corner of Main and State in Montpelier,2025-06-15 10:52:55.404537,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:04:45.204537
95,2,Corner of Main and State in Montpelier,2025-06-15 10:05:27.830374,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:59:17.630374
96,2,Corner of Main and State in Montpelier,2025-06-15 12:23:57.836060,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:34:47.636060
97,2,Corner of Main and State in Montpelier,2025-06-15 13:03:01.679379,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:11:51.479379
98,2,Corner of Main and State in Montpelier,2025-06-15 08:31:17.974740,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:34:07.774740
99,2,Corner of Main and State in Montpelier,2025-06-15 11:58:04.166161,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:45:53.966161
100,2,Corner of Main and State in Montpelier,2025-06-15 09:48:17.627747,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:42:07.427747
101,2,Corner of Main and State in Montpelier,2025-06-15 15:02:37.589670,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:19:27.389670
102,2,Corner of Main and State in Montpelier,2025-06-15 09:19:34.318041,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:07:24.118041
103,2,Corner of Main and State in Montpelier,2025-06-15 11:21:01.252299,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:38:51.052299
104,2,Corner of Main and State in Montpelier,2025-06-15 10:14:55.846865,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:17:45.646865
105,2,Corner of Main and State in Montpelier,2025-06-15 15:01:45.647116,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:38:35.447116
106,2,Corner of Main and State in Montpelier,2025-06-15 12:34:36.672885,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:01:26.472885
107,2,Corner of Main and State in Montpelier,2025-06-15 09:18:19.365764,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:15:09.165764
108,2,Corner of Main and State in Montpelier,2025-06-15 13:29:53.087036,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:26:42.887036
109,2,Corner of Main and State in Montpelier,2025-06-15 13:40:14.472033,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:33:04.272033
110,2,Corner of Main and State in Montpelier,2025-06-15 16:32:22.594177,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:41:12.394177
111,2,Corner of Main and State in Montpelier,2025-06-15 17:54:37.100295,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:46:26.900295
112,2,Corner of Main and State in Montpelier,2025-06-15 08:16:23.070698,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:26:12.870698
113,2,Corner of Main and State in Montpelier,2025-06-15 08:12:18.083552,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:58:07.883552
114,2,Corner of Main and State in Montpelier,2025-06-15 12:15:12.825181,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:01:02.625181
115,2,Corner of Main and State in Montpelier,2025-06-15 14:33:25.891076,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:06:15.691076
116,2,Corner of Main and State in Montpelier,2025-06-15 18:21:52.748493,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:30:42.548493
117,2,Corner of Main and State in Montpelier,2025-06-15 08:11:25.435483,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:22:15.235483
118,2,Corner of Main and State in Montpelier,2025-06-15 18:37:04.712022,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:07:54.512022
119,2,Corner of Main and State in Montpelier,2025-06-15 15:23:50.020012,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:07:39.820012
120,2,Corner of Main and State in Montpelier,2025-06-15 10:07:19.624297,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:42:09.424297
121,2,Corner of Main and State in Montpelier,2025-06-15 13:58:03.800732,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:54:53.600732
122,2,Corner of Main and State in Montpelier,2025-06-15 12:33:08.442388,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:41:58.242388
123,2,Corner of Main and State in Montpelier,2025-06-15 11:20:39.845558,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:29:29.645558
124,2,Corner of Main and State in Montpelier,2025-06-15 15:53:25.461563,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:19:15.261563
125,2,Corner of Main and State in Montpelier,2025-06-15 12:59:06.530276,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:56:56.330276
126,2,Corner of Main and State in Montpelier,2025-06-15 11:59:45.162259,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:20:34.962259
127,2,Corner of Main and State in Montpelier,2025-06-15 10:46:44.583732,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:00:34.383732
128,2,Corner of Main and State in Montpelier,2025-06-15 10:05:59.334524,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:33:49.134524
129,2,Corner of Main and State in Montpelier,2025-06-15 15:00:57.900314,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:14:47.700314
130,2,Corner of Main and State in Montpelier,2025-06-15 18:32:39.951024,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:26:29.751024
131,2,Corner of Main and State in Montpelier,2025-06-15 17:09:47.553241,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:32:37.353241
132,2,Corner of Main and State in Montpelier,2025-06-15 16:52:54.916961,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:13:44.716961
133,2,Corner of Main and State in Montpelier,2025-06-15 15:15:20.433211,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:46:10.233211
134,2,Corner of Main and State in Montpelier,2025-06-15 11:00:03.950036,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:41:53.750036
135,2,Corner of Main and State in Montpelier,2025-06-15 16:43:50.202264,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:52:40.002264
136,2,Corner of Main and State in Montpelier,2025-06-15 18:20:52.682143,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 20:17:42.482143
137,2,Corner of Main and State in Montpelier,2025-06-15 17:08:06.895373,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 18:41:56.695373
138,2,Corner of Main and State in Montpelier,2025-06-15 08:54:02.487900,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:22:52.287900
139,2,Corner of Main and State in Montpelier,2025-06-15 16:33:43.779127,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:54:33.579127
140,2,Corner of Main and State in Montpelier,2025-06-15 10:15:23.614808,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 12:09:13.414808
141,2,Corner of Main and State in Montpelier,2025-06-15 09:57:03.844137,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:24:53.644137
142,2,Corner of Main and State in Montpelier,2025-06-15 16:22:50.359423,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:31:40.159423
143,2,Corner of Main and State in Montpelier,2025-06-15 08:06:25.130420,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:47:14.930420
144,2,Corner of Main and State in Montpelier,2025-06-15 18:17:51.884502,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:17:41.684502
145,2,Corner of Main and State in Montpelier,2025-06-15 10:13:19.612652,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:26:09.412652
146,2,Corner of Main and State in Montpelier,2025-06-15 14:48:44.414545,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:44:34.214545
147,2,Corner of Main and State in Montpelier,2025-06-15 10:33:10.922476,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:49:00.722476
148,2,Corner of Main and State in Montpelier,2025-06-15 17:47:29.546590,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 19:43:19.346590
149,2,Corner of Main and State in Montpelier,2025-06-15 16:14:30.884750,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:59:20.684750
150,2,Corner of Main and State in Montpelier,2025-06-15 08:37:25.319187,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:00:15.119187
151,2,Corner of Main and State in Montpelier,2025-06-15 15:14:11.194890,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:53:00.994890
152,2,Corner of Main and State in Montpelier,2025-06-15 14:31:47.992774,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 15:53:37.792774
153,2,Corner of Main and State in Montpelier,2025-06-15 08:56:51.788686,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:34:41.588686
154,2,Corner of Main and State in Montpelier,2025-06-15 08:57:16.639097,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:31:06.439097
155,2,Corner of Main and State in Montpelier,2025-06-15 13:01:49.616281,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:01:39.416281
156,2,Corner of Main and State in Montpelier,2025-06-15 15:40:31.356815,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:40:21.156815
157,2,Corner of Main and State in Montpelier,2025-06-15 15:58:36.678054,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 17:12:26.478054
158,2,Corner of Main and State in Montpelier,2025-06-15 09:06:33.319960,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:09:23.119960
159,2,Corner of Main and State in Montpelier,2025-06-15 10:16:51.130281,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:05:40.930281
160,2,Corner of Main and State in Montpelier,2025-06-15 09:53:08.783018,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 11:01:58.583018
161,2,Corner of Main and State in Montpelier,2025-06-15 13:09:17.032784,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 14:24:06.832784
162,2,Corner of Main and State in Montpelier,2025-06-15 15:45:32.081725,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 16:45:21.881725
163,2,Corner of Main and State in Montpelier,2025-06-15 11:34:46.477742,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 13:17:36.277742
164,4,Montpelier High School,2025-06-15 08:59:04.132690,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:13:58.132690
165,4,Montpelier High School,2025-06-15 07:14:47.057474,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:43:41.057474
166,4,Montpelier High School,2025-06-15 07:11:58.129714,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:13:52.129714
167,4,Montpelier High School,2025-06-15 08:48:42.504223,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:09:36.504223
168,4,Montpelier High School,2025-06-15 07:25:32.306445,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:21:26.306445
169,4,Montpelier High School,2025-06-15 08:33:10.639008,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:31:04.639008
170,4,Montpelier High School,2025-06-15 08:09:48.842464,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:32:42.842464
171,4,Montpelier High School,2025-06-15 08:55:19.139498,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:44:13.139498
172,4,Montpelier High School,2025-06-15 08:55:14.945714,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:48:08.945714
173,4,Montpelier High School,2025-06-15 08:15:19.952500,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:27:13.952500
174,4,Montpelier High School,2025-06-15 07:11:18.871352,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:17:12.871352
175,4,Montpelier High School,2025-06-15 07:57:00.556180,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:24:54.556180
176,4,Montpelier High School,2025-06-15 07:37:21.768187,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:31:15.768187
177,4,Montpelier High School,2025-06-15 07:19:47.474879,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:16:41.474879
178,4,Montpelier High School,2025-06-15 08:56:04.829836,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:28:58.829836
179,4,Montpelier High School,2025-06-15 08:40:24.754704,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:50:18.754704
180,4,Montpelier High School,2025-06-15 07:16:53.094664,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:01:47.094664
181,4,Montpelier High School,2025-06-15 07:20:44.853545,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:45:38.853545
182,4,Montpelier High School,2025-06-15 07:35:23.731378,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:24:17.731378
183,4,Montpelier High School,2025-06-15 08:30:18.130598,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:27:12.130598
184,4,Montpelier High School,2025-06-15 07:08:48.101784,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:56:42.101784
185,4,Montpelier High School,2025-06-15 08:45:32.123714,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:42:26.123714
186,4,Montpelier High School,2025-06-15 07:46:33.146093,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:22:27.146093
187,4,Montpelier High School,2025-06-15 08:24:05.212596,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:32:59.212596
188,4,Montpelier High School,2025-06-15 07:39:43.394344,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:02:37.394344
189,4,Montpelier High School,2025-06-15 08:39:24.527294,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:47:18.527294
190,4,Montpelier High School,2025-06-15 07:25:42.915782,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 08:44:36.915782
191,4,Montpelier High School,2025-06-15 07:41:20.857854,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 07:57:14.857854
192,4,Montpelier High School,2025-06-15 08:56:21.622792,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 10:49:15.622792
193,4,Montpelier High School,2025-06-15 08:01:08.239913,1,Kellogg-Hubbard Library in Montpelier,2025-06-15 09:30:02.239913
